129,YOJ,30/01/2021 11:01 PM,48
290,S,29/06/2020 12:07 AM,9
553,K,12/02/2020 02:33 AM,34
911,MC,04/04/2021 02:24 AM,36
941,S,04/11/2022 10:28 PM,62
632,BSM,10/04/2022 11:38 AM,56
734,BSM,04/11/2021 07:27 AM,56
160,P,30/08/2021 05:08 PM,82
7,M,02/09/2020 12:46 PM,50
64,YOJ,20/06/2022 11:53 AM,19
267,I,19/05/2022 03:36 PM,69
488,M,29/10/2020 02:25 AM,37
278,DK,03/02/2022 07:02 AM,96
852,R,08/03/2021 02:22 PM,98
537,ZO,04/01/2020 05:27 AM,62
734,E,04/11/2021 07:27 AM,59
508,W,12/03/2021 07:13 PM,3
922,REU,26/08/2022 12:28 PM,57
174,D,21/01/2022 09:32 PM,43
228,M,20/02/2022 11:53 AM,28
865,JN,17/12/2020 01:11 AM,62
400,EQS,12/12/2022 03:58 PM,62
598,HGK,01/01/2020 09:38 PM,86
608,D,20/03/2022 09:13 PM,64
470,H,11/04/2020 08:43 AM,73
293,NT,07/04/2020 12:32 AM,57
393,E,04/03/2021 10:34 PM,23
301,LN,19/02/2021 08:52 AM,53
621,S,25/09/2022 07:55 AM,28
658,MC,11/04/2020 01:09 AM,26
667,D,18/04/2021 08:21 PM,100
21,EQS,11/07/2022 03:07 PM,89
452,XL,02/12/2020 05:39 AM,54
337,P,26/01/2022 01:07 AM,78
641,I,26/04/2022 12:41 AM,3
535,NT,15/03/2020 03:54 AM,26
653,I,11/10/2021 08:34 AM,87
808,R,04/04/2022 04:26 AM,87
279,ZO,16/01/2022 11:45 AM,47
98,VQN,18/11/2021 09:11 AM,77
539,REU,25/01/2020 12:13 AM,92
593,R,04/12/2020 04:43 AM,19
346,DK,26/06/2022 07:17 PM,47
944,UJ,14/11/2022 05:00 PM,24
234,EQS,31/08/2022 03:31 AM,78
309,REU,21/05/2022 11:18 PM,66
547,JN,21/07/2020 05:56 PM,81
665,JN,28/05/2021 09:25 PM,19
247,XL,14/09/2021 09:38 PM,17
996,ZO,13/02/2021 06:44 AM,14
895,XH,29/02/2020 01:50 AM,23
503,F,05/08/2022 03:06 AM,85
565,I,19/10/2021 11:05 AM,21
998,PBH,15/12/2021 11:18 AM,85
11,REU,22/03/2022 07:52 AM,88
601,VQN,20/05/2022 04:16 AM,54
656,NT,11/10/2020 05:59 PM,25
157,NT,11/02/2021 06:20 AM,59
603,ZO,16/07/2022 02:41 AM,31
686,ZO,18/05/2021 09:45 AM,12
546,XL,25/09/2022 03:15 PM,11
687,MC,16/05/2020 01:56 AM,56
211,EQS,19/08/2020 03:00 PM,41
593,HGK,04/12/2020 04:43 AM,31
270,ZO,22/06/2021 02:53 PM,34
126,VQN,28/06/2020 03:35 PM,96
197,DK,15/03/2020 10:28 AM,7
100,YOJ,10/03/2022 10:38 AM,85
737,ZO,01/04/2021 11:41 AM,26
218,LN,25/08/2022 01:33 PM,24
184,BSM,27/08/2022 05:10 AM,33
624,I,18/05/2021 09:31 PM,81
350,P,22/09/2021 01:02 AM,36
833,B,22/01/2021 05:53 AM,47
617,TA,01/09/2022 09:57 AM,74
972,R,31/01/2021 02:00 PM,8
888,P,24/06/2022 06:26 PM,96
786,BSM,04/12/2022 05:07 PM,39
13,HGK,09/01/2021 07:42 PM,100
705,JN,20/05/2021 01:33 AM,6
197,LN,15/03/2020 10:28 AM,1
386,MC,18/11/2020 09:16 AM,19
696,M,25/05/2022 07:59 AM,92
533,DK,22/07/2020 01:59 PM,9
368,PBH,20/06/2022 10:07 AM,79
982,S,04/12/2020 11:20 AM,65
760,M,13/11/2022 07:28 PM,63
836,M,25/01/2021 09:40 PM,78
131,S,29/01/2021 01:16 AM,3
618,MC,06/10/2022 02:10 AM,26
356,XL,04/10/2020 01:26 PM,53
209,P,30/08/2020 03:14 PM,93
100,ZO,10/03/2022 10:38 AM,50
519,MC,19/01/2020 11:07 PM,33
221,M,14/08/2021 08:02 AM,42
425,EOO,28/02/2022 07:11 AM,72
158,ZO,18/12/2021 12:25 AM,5
293,H,07/04/2020 12:32 AM,64
263,K,21/12/2020 07:16 PM,88
419,PBH,29/09/2021 05:46 PM,49
784,F,01/02/2021 12:47 AM,43
819,E,14/06/2021 09:20 AM,4
185,XH,05/02/2022 07:07 AM,34
7,JN,02/09/2020 12:46 PM,38
163,YOJ,08/07/2021 11:21 PM,33
506,E,16/03/2021 06:29 PM,81
787,D,17/05/2020 07:55 AM,2
312,ZO,07/02/2022 12:44 PM,84
172,UJ,31/05/2021 06:33 PM,90
856,F,14/09/2020 06:36 AM,71
596,D,08/07/2021 08:59 PM,66
680,EOO,03/11/2022 03:15 PM,17
473,UJ,20/07/2022 04:07 PM,22
522,VQN,06/08/2020 12:04 PM,77
604,PBH,08/07/2022 05:18 AM,41
292,VQN,06/09/2020 09:27 AM,83
803,YOJ,31/03/2021 07:04 AM,13
954,BSM,20/03/2022 03:28 AM,40
301,H,19/02/2021 08:52 AM,35
187,B,16/01/2022 05:39 PM,90
178,NT,25/04/2020 11:46 PM,66
142,I,05/07/2020 09:10 PM,40
114,E,01/11/2022 06:38 AM,7
120,PBH,01/05/2020 07:49 PM,100
764,R,29/05/2022 06:12 PM,40
695,E,30/03/2022 07:54 AM,30
252,EQS,07/09/2021 12:57 PM,88
983,PBH,21/06/2020 02:36 PM,56
941,R,04/11/2022 10:28 PM,35
74,HGK,15/04/2021 08:25 PM,68
185,R,05/02/2022 07:07 AM,29
761,EOO,29/11/2020 03:11 AM,15
249,MC,19/09/2022 04:07 PM,8
771,TA,27/12/2021 10:57 AM,78
836,UJ,25/01/2021 09:40 PM,55
280,EOO,14/03/2022 12:33 AM,38
230,ZO,04/07/2022 04:10 PM,76
880,E,12/10/2022 10:51 AM,96
402,PBH,17/10/2021 04:47 AM,42
349,UJ,18/06/2021 07:43 PM,24
731,K,03/03/2021 05:11 AM,63
603,R,16/07/2022 02:41 AM,36
340,PBH,28/10/2020 04:52 AM,8
589,NT,11/04/2021 08:49 AM,2
55,REU,30/10/2020 10:38 AM,32
355,UJ,07/06/2021 11:14 AM,87
835,UJ,18/06/2022 05:39 PM,6
37,EQS,19/07/2022 06:42 PM,51
916,XH,19/11/2022 02:03 PM,95
858,S,04/01/2021 09:51 PM,90
322,JN,05/11/2022 05:52 AM,37
322,XL,05/11/2022 05:52 AM,69
917,S,05/02/2022 07:01 PM,0
970,LN,13/01/2020 04:18 AM,33
874,E,28/02/2021 05:16 AM,98
800,P,18/03/2022 11:57 AM,84
811,JN,20/07/2021 01:27 AM,31
206,YOJ,24/07/2021 11:28 PM,17
801,W,28/07/2020 08:28 PM,41
938,K,03/05/2020 02:02 PM,22
286,F,30/03/2020 02:41 PM,64
710,NT,06/12/2020 01:30 PM,47
572,TA,26/10/2020 09:54 PM,24
894,P,05/01/2022 09:42 AM,9
3,XH,23/01/2021 02:20 PM,22
913,K,11/03/2020 08:24 AM,35
311,F,20/07/2022 12:36 PM,95
590,MC,03/05/2021 05:47 PM,3
461,P,11/06/2022 04:54 PM,24
23,TA,25/03/2021 08:02 PM,72
588,W,08/01/2021 04:28 PM,50
127,W,26/12/2021 01:18 PM,39
138,EOO,16/11/2022 12:34 PM,40
857,F,07/09/2021 03:52 AM,46
202,K,08/04/2020 07:58 AM,71
345,YOJ,23/07/2020 01:26 AM,74
218,K,25/08/2022 01:33 PM,22
273,UJ,17/10/2021 10:11 AM,92
735,VQN,17/01/2020 08:42 AM,4
234,UJ,31/08/2022 03:31 AM,56
632,JN,10/04/2022 11:38 AM,42
354,R,02/04/2022 06:03 PM,67
697,NT,29/05/2021 02:04 PM,34
755,E,09/02/2022 10:12 AM,89
886,B,18/11/2022 06:07 PM,97
719,HGK,09/12/2020 06:05 PM,66
946,XL,15/07/2020 03:41 PM,31
730,D,14/04/2020 04:13 AM,79
501,P,06/12/2022 07:21 PM,99
655,BSM,26/07/2020 09:30 AM,31
336,B,05/01/2021 03:01 AM,71
697,UJ,29/05/2021 02:04 PM,42
729,H,13/09/2020 10:56 PM,100
309,MC,21/05/2022 11:18 PM,30
936,W,01/11/2020 04:39 AM,24
440,YOJ,05/03/2022 03:29 PM,57
107,EQS,13/10/2022 10:04 PM,79
583,S,10/05/2020 09:29 PM,33
955,I,23/11/2022 03:49 AM,2
569,UJ,14/02/2022 12:31 PM,44
349,E,18/06/2021 07:43 PM,82
303,PBH,11/06/2022 10:44 AM,85
390,S,22/08/2020 12:20 AM,19
851,LN,02/07/2022 02:57 PM,11
888,TA,24/06/2022 06:26 PM,44
152,ZO,16/07/2021 11:07 PM,77
785,XH,10/08/2021 09:06 PM,17
907,M,04/01/2021 02:15 AM,33
410,TA,20/08/2020 12:59 PM,21
560,F,19/08/2020 08:57 AM,78
460,REU,03/05/2022 07:53 PM,40
191,M,03/04/2022 05:36 AM,47
529,PBH,02/02/2021 04:22 PM,74
491,F,17/09/2020 09:03 AM,47
336,XL,05/01/2021 03:01 AM,97
256,VQN,21/06/2021 07:52 AM,84
887,VQN,14/10/2021 06:05 AM,0
43,DK,16/06/2020 08:10 PM,97
823,R,25/07/2022 03:49 AM,98
237,I,16/01/2020 02:31 AM,42
637,REU,20/04/2020 04:21 AM,33
616,VQN,27/12/2020 12:31 PM,26
42,B,15/06/2021 11:44 PM,75
952,E,11/05/2021 03:16 PM,5
229,R,20/07/2021 03:44 PM,43
114,UJ,01/11/2022 06:38 AM,87
361,W,15/11/2022 06:51 PM,42
961,B,22/06/2020 11:23 PM,29
912,R,07/08/2021 10:46 AM,96
787,P,17/05/2020 07:55 AM,89
419,K,29/09/2021 05:46 PM,89
613,VQN,13/12/2021 02:51 PM,40
657,VQN,19/03/2021 08:24 AM,55
936,W,01/11/2020 04:39 AM,12
178,B,25/04/2020 11:46 PM,36
950,F,07/10/2022 06:44 AM,97
782,R,10/10/2022 09:05 AM,69
387,XH,24/06/2022 06:15 AM,63
226,PBH,04/01/2022 10:28 AM,19
754,UJ,25/05/2021 04:21 PM,45
25,HGK,27/12/2022 04:18 PM,29
567,F,04/02/2022 12:39 PM,2
189,S,17/03/2022 03:05 PM,78
42,TA,15/06/2021 11:44 PM,92
471,NT,02/12/2022 09:18 PM,19
247,XL,14/09/2021 09:38 PM,77
120,JN,01/05/2020 07:49 PM,50
193,YOJ,01/08/2021 11:14 PM,31
998,W,15/12/2021 11:18 AM,88
505,EOO,22/01/2021 08:36 AM,5
589,EQS,11/04/2021 08:49 AM,64
587,S,30/07/2020 07:55 AM,77
73,YOJ,22/03/2022 11:02 PM,79
22,NT,07/01/2021 07:15 PM,48
961,DK,22/06/2020 11:23 PM,35
712,BSM,14/11/2021 06:11 AM,10
710,NT,06/12/2020 01:30 PM,50
774,I,26/12/2020 01:55 AM,71
658,VQN,11/04/2020 01:09 AM,59
66,K,14/02/2022 01:16 AM,83
570,ZO,21/10/2022 10:35 AM,24
111,H,10/07/2020 07:17 PM,16
690,M,23/04/2020 09:53 AM,27
450,D,16/01/2022 05:28 AM,96
924,DK,22/05/2022 09:04 AM,56
367,LN,24/03/2020 12:10 PM,2
148,JN,19/02/2022 02:20 AM,35
372,MC,14/05/2022 07:48 PM,68
3,I,23/01/2021 02:20 PM,45
502,W,10/06/2022 03:41 AM,9
129,JN,30/01/2021 11:01 PM,12
299,VQN,07/12/2022 01:28 PM,30
498,D,27/04/2022 05:41 PM,19
910,TA,15/10/2022 11:13 AM,83
781,XH,27/04/2022 02:24 AM,89
912,ZO,07/08/2021 10:46 AM,94
